ID,Family,Genus,Species,colonizer/sedentary,P-N colonizer,N-P colonizer,P & N sedentary,Old colonizer - SPS,Old colonizer - GENUS,Confamilial sedentary,Within Nearctic,Within Palaearctic,Cosmopolite
625,SCIURIDAE,Sciurus,Sciurus niger,sedentary,0,0,1,0,1,0,1,0,0
626,SCIURIDAE,Sciurus,Sciurus oculatus,sedentary,0,0,1,0,1,0,1,0,0
627,SCIURIDAE,Sciurus,Sciurus vulgaris,sedentary,0,0,1,0,1,0,0,1,0
628,GLIRIDAE,Selevinia,Selevinia betpakdalaensis,sedentary,0,0,1,0,0,0,0,1,0
629,CERCOPITHECIDAE,Semnopithecus,Semnopithecus schistaceus,sedentary,0,0,1,0,0,0,0,1,0
630,DIPODIDAE,Sicista,Sicista armenica,sedentary,0,0,1,0,0,0,0,1,0
631,DIPODIDAE,Sicista,Sicista betulina,sedentary,0,0,1,0,0,0,0,1,0
632,DIPODIDAE,Sicista,Sicista caucasica,sedentary,0,0,1,0,0,0,0,1,0
633,DIPODIDAE,Sicista,Sicista caudata,sedentary,0,0,1,0,0,0,0,1,0
634,DIPODIDAE,Sicista,Sicista concolor,sedentary,0,0,1,0,0,0,0,1,0
635,DIPODIDAE,Sicista,Sicista kazbegica,sedentary,0,0,1,0,0,0,0,1,0
636,DIPODIDAE,Sicista,Sicista kluchorica,sedentary,0,0,1,0,0,0,0,1,0
637,DIPODIDAE,Sicista,Sicista napaea,sedentary,0,0,1,0,0,0,0,1,0
638,DIPODIDAE,Sicista,Sicista pseudonapaea,sedentary,0,0,1,0,0,0,0,1,0
639,DIPODIDAE,Sicista,Sicista severtzovi,sedentary,0,0,1,0,0,0,0,1,0
640,DIPODIDAE,Sicista,Sicista strandi,sedentary,0,0,1,0,0,0,0,1,0
641,DIPODIDAE,Sicista,Sicista subtilis,sedentary,0,0,1,0,0,0,0,1,0
642,DIPODIDAE,Sicista,Sicista tianshanica,sedentary,0,0,1,0,0,0,0,1,0
643,CRICETIDAE,Sigmodon,Sigmodon alleni,sedentary,0,0,1,0,0,1,1,0,0
644,CRICETIDAE,Sigmodon,Sigmodon arizonae,sedentary,0,0,1,0,0,1,1,0,0
645,CRICETIDAE,Sigmodon,Sigmodon fulviventer,sedentary,0,0,1,0,0,1,1,0,0
646,CRICETIDAE,Sigmodon,Sigmodon hispidus,sedentary,0,0,1,0,0,1,1,0,0
647,CRICETIDAE,Sigmodon,Sigmodon leucotis,sedentary,0,0,1,0,0,1,1,0,0
648,CRICETIDAE,Sigmodon,Sigmodon mascotensis,sedentary,0,0,1,0,0,1,1,0,0
649,CRICETIDAE,Sigmodon,Sigmodon ochrognathus,sedentary,0,0,1,0,0,1,1,0,0
650,CRICETIDAE,Sigmodon,Sigmodon planifrons,sedentary,0,0,1,0,0,1,1,0,0
651,CRICETIDAE,Sigmodon,Sigmodon toltecus,sedentary,0,0,1,0,0,1,1,0,0
652,SORICIDAE,Sorex,Sorex alaskanus,colonizer,0,1,0,0,0,0,1,0,0
653,SORICIDAE,Sorex,Sorex alpinus,colonizer,0,1,0,0,0,0,0,1,0
654,SORICIDAE,Sorex,Sorex antinorii,colonizer,0,1,0,0,0,0,0,1,0
655,SORICIDAE,Sorex,Sorex araneus,colonizer,0,1,0,0,0,0,0,1,0
656,SORICIDAE,Sorex,Sorex arcticus,colonizer,0,1,0,0,0,0,1,0,0
657,SORICIDAE,Sorex,Sorex arizonae,colonizer,0,1,0,0,0,0,1,0,0
658,SORICIDAE,Sorex,Sorex arunchi,colonizer,0,1,0,0,0,0,0,1,0
659,SORICIDAE,Sorex,Sorex asper,colonizer,0,1,0,0,0,0,0,1,0
660,SORICIDAE,Sorex,Sorex bairdi,colonizer,0,1,0,0,0,0,1,0,0
661,SORICIDAE,Sorex,Sorex bedfordiae,colonizer,0,1,0,0,0,0,0,1,0
662,SORICIDAE,Sorex,Sorex bendirii,colonizer,0,1,0,0,0,0,1,0,0
663,SORICIDAE,Sorex,Sorex buchariensis,colonizer,0,1,0,0,0,0,0,1,0
664,SORICIDAE,Sorex,Sorex caecutiens,colonizer,0,1,0,0,0,0,0,1,0
665,SORICIDAE,Sorex,Sorex camtschatica,colonizer,0,1,0,0,0,0,0,1,0
666,SORICIDAE,Sorex,Sorex cinereus,colonizer,0,1,0,0,0,0,1,0,0
667,SORICIDAE,Sorex,Sorex coronatus,colonizer,0,1,0,0,0,0,0,1,0
668,SORICIDAE,Sorex,Sorex cylindricauda,colonizer,0,1,0,0,0,0,0,1,0
669,SORICIDAE,Sorex,Sorex daphaenodon,colonizer,0,1,0,0,0,0,0,1,0
670,SORICIDAE,Sorex,Sorex dispar,colonizer,0,1,0,0,0,0,1,0,0
671,SORICIDAE,Sorex,Sorex emarginatus,colonizer,0,1,0,0,0,0,1,0,0
672,SORICIDAE,Sorex,Sorex excelsus,colonizer,0,1,0,0,0,0,0,1,0
673,SORICIDAE,Sorex,Sorex fumeus,colonizer,0,1,0,0,0,0,1,0,0
674,SORICIDAE,Sorex,Sorex gracillimus,colonizer,0,1,0,0,0,0,0,1,0
675,SORICIDAE,Sorex,Sorex granarius,colonizer,0,1,0,0,0,0,0,1,0
676,SORICIDAE,Sorex,Sorex haydeni,colonizer,0,1,0,0,0,0,1,0,0
677,SORICIDAE,Sorex,Sorex hoyi,colonizer,0,1,0,0,0,0,1,0,0
678,SORICIDAE,Sorex,Sorex isodon,colonizer,0,1,0,0,0,0,0,1,0
679,SORICIDAE,Sorex,Sorex ixtlanensis,colonizer,0,1,0,0,0,0,1,0,0
680,SORICIDAE,Sorex,Sorex longirostris,colonizer,0,1,0,0,0,0,1,0,0
681,SORICIDAE,Sorex,Sorex lyelli,colonizer,0,1,0,0,0,0,1,0,0
682,SORICIDAE,Sorex,Sorex maritimensis,colonizer,0,1,0,0,0,0,1,0,0
683,SORICIDAE,Sorex,Sorex mediopua,colonizer,0,1,0,0,0,0,1,0,0
684,SORICIDAE,Sorex,Sorex merriami,colonizer,0,1,0,0,0,0,1,0,0
685,SORICIDAE,Sorex,Sorex milleri,colonizer,0,1,0,0,0,0,1,0,0
686,SORICIDAE,Sorex,Sorex minutissimus,colonizer,0,1,0,0,0,0,0,1,0
687,SORICIDAE,Sorex,Sorex minutus,colonizer,0,1,0,0,0,0,0,1,0
688,SORICIDAE,Sorex,Sorex mirabilis,colonizer,0,1,0,0,0,0,0,1,0
689,SORICIDAE,Sorex,Sorex monticolus,colonizer,0,1,0,0,0,0,1,0,0
690,SORICIDAE,Sorex,Sorex nanus,colonizer,0,1,0,0,0,0,1,0,0
691,SORICIDAE,Sorex,Sorex neomexicanus,colonizer,0,1,0,0,0,0,1,0,0
692,SORICIDAE,Sorex,Sorex oreopolus,colonizer,0,1,0,0,0,0,1,0,0
693,SORICIDAE,Sorex,Sorex orizabae,colonizer,0,1,0,0,0,0,1,0,0
694,SORICIDAE,Sorex,Sorex ornatus,colonizer,0,1,0,0,0,0,1,0,0
695,SORICIDAE,Sorex,Sorex pacificus,colonizer,0,1,0,0,0,0,1,0,0
696,SORICIDAE,Sorex,Sorex palustris,colonizer,0,1,0,0,0,0,1,0,0
697,SORICIDAE,Sorex,Sorex planiceps,colonizer,0,1,0,0,0,0,0,1,0
698,SORICIDAE,Sorex,Sorex portenkoi,colonizer,0,1,0,0,0,0,0,1,0
699,SORICIDAE,Sorex,Sorex preblei,colonizer,0,1,0,0,0,0,1,0,0
700,SORICIDAE,Sorex,Sorex raddei,colonizer,0,1,0,0,0,0,0,1,0
701,SORICIDAE,Sorex,Sorex roboratus,colonizer,0,1,0,0,0,0,0,1,0
702,SORICIDAE,Sorex,Sorex rohweri,colonizer,0,1,0,0,0,0,1,0,0
703,SORICIDAE,Sorex,Sorex samniticus,colonizer,0,1,0,0,0,0,0,1,0
704,SORICIDAE,Sorex,Sorex satunini,colonizer,0,1,0,0,0,0,0,1,0
705,SORICIDAE,Sorex,Sorex saussurei,colonizer,0,1,0,0,0,0,1,0,0
706,SORICIDAE,Sorex,Sorex sonomae,colonizer,0,1,0,0,0,0,1,0,0
707,SORICIDAE,Sorex,Sorex tenellus,colonizer,0,1,0,0,0,0,1,0,0
708,SORICIDAE,Sorex,Sorex thibetanus,colonizer,0,1,0,0,0,0,0,1,0
709,SORICIDAE,Sorex,Sorex trowbridgii,colonizer,0,1,0,0,0,0,1,0,0
710,SORICIDAE,Sorex,Sorex tundrensis,colonizer,0,1,0,0,0,0,1,1,1
711,SORICIDAE,Sorex,Sorex ugyunak,colonizer,0,1,0,0,0,0,1,0,0
712,SORICIDAE,Sorex,Sorex unguiculatus,colonizer,0,1,0,0,0,0,0,1,0
713,SORICIDAE,Sorex,Sorex vagrans,colonizer,0,1,0,0,0,0,1,0,0
714,SORICIDAE,Sorex,Sorex ventralis,colonizer,0,1,0,0,0,0,1,0,0
715,SORICIDAE,Sorex,Sorex veraecrucis,colonizer,0,1,0,0,0,0,1,0,0
716,SORICIDAE,Sorex,Sorex veraepacis,colonizer,0,1,0,0,0,0,1,0,0
717,SORICIDAE,Sorex,Sorex volnuchini,colonizer,0,1,0,0,0,0,0,1,0
718,SORICIDAE,Sorex,Sorex yukonicus,colonizer,0,1,0,0,0,0,1,0,0
719,SORICIDAE,Soriculus,Soriculus nigrescens,colonizer,0,1,0,0,0,0,0,1,0
720,SPALACIDAE,Spalax,Spalax arenarius,sedentary,0,0,1,0,0,0,0,1,0
721,SPALACIDAE,Spalax,Spalax ehrenbergi,sedentary,0,0,1,0,0,0,0,1,0
722,SPALACIDAE,Spalax,Spalax giganteus,sedentary,0,0,1,0,0,0,0,1,0
723,SPALACIDAE,Spalax,Spalax graecus,sedentary,0,0,1,0,0,0,0,1,0
724,SPALACIDAE,Spalax,Spalax leucodon,sedentary,0,0,1,0,0,0,0,1,0
725,SPALACIDAE,Spalax,Spalax microphthalmus,sedentary,0,0,1,0,0,0,0,1,0
726,SPALACIDAE,Spalax,Spalax nehringi,sedentary,0,0,1,0,0,0,0,1,0
727,SPALACIDAE,Spalax,Spalax uralensis,sedentary,0,0,1,0,0,0,0,1,0
728,SPALACIDAE,Spalax,Spalax zemni,sedentary,0,0,1,0,0,0,0,1,0
729,SCIURIDAE,Spermophilopsis,Spermophilopsis leptodactylus,sedentary,0,0,1,0,0,0,0,1,0
730,SCIURIDAE,Spermophilus,Spermophilus alashanicus,sedentary,0,0,1,0,1,0,0,1,0
731,SCIURIDAE,Spermophilus,Spermophilus annulatus,sedentary,0,0,1,0,1,0,1,0,0
732,SCIURIDAE,Spermophilus,Spermophilus armatus,sedentary,0,0,1,0,1,0,1,0,0
733,SCIURIDAE,Spermophilus,Spermophilus atricapillus,sedentary,0,0,1,0,1,0,1,0,0
734,SCIURIDAE,Spermophilus,Spermophilus beecheyi,sedentary,0,0,1,0,1,0,1,0,0
735,SCIURIDAE,Spermophilus,Spermophilus beldingi,sedentary,0,0,1,0,1,0,1,0,0
736,SCIURIDAE,Spermophilus,Spermophilus brevicauda,sedentary,0,0,1,0,1,0,0,1,0
737,SCIURIDAE,Spermophilus,Spermophilus brunneus,sedentary,0,0,1,0,1,0,1,0,0
738,SCIURIDAE,Spermophilus,Spermophilus canus,sedentary,0,0,1,0,1,0,1,0,0
739,SCIURIDAE,Spermophilus,Spermophilus citellus,sedentary,0,0,1,0,1,0,0,1,0
740,SCIURIDAE,Spermophilus,Spermophilus columbianus,sedentary,0,0,1,0,1,0,1,0,0
741,SCIURIDAE,Spermophilus,Spermophilus dauricus,sedentary,0,0,1,0,1,0,0,1,0
742,SCIURIDAE,Spermophilus,Spermophilus elegans,sedentary,0,0,1,0,1,0,1,0,0
743,SCIURIDAE,Spermophilus,Spermophilus erythrogenys,sedentary,0,0,1,0,1,0,0,1,0
744,SCIURIDAE,Spermophilus,Spermophilus franklinii,sedentary,0,0,1,0,1,0,1,0,0
745,SCIURIDAE,Spermophilus,Spermophilus fulvus,sedentary,0,0,1,0,1,0,0,1,0
746,SCIURIDAE,Spermophilus,Spermophilus lateralis,sedentary,0,0,1,0,1,0,1,0,0
747,SCIURIDAE,Spermophilus,Spermophilus madrensis,sedentary,0,0,1,0,1,0,1,0,0
748,SCIURIDAE,Spermophilus,Spermophilus major,sedentary,0,0,1,0,1,0,0,1,0
749,SCIURIDAE,Spermophilus,Spermophilus mexicanus,sedentary,0,0,1,0,1,0,1,0,0
750,SCIURIDAE,Spermophilus,Spermophilus mohavensis,sedentary,0,0,1,0,1,0,1,0,0
751,SCIURIDAE,Spermophilus,Spermophilus mollis,sedentary,0,0,1,0,1,0,1,0,0
752,SCIURIDAE,Spermophilus,Spermophilus musicus,sedentary,0,0,1,0,1,0,0,1,0
753,SCIURIDAE,Spermophilus,Spermophilus pallidicauda,sedentary,0,0,1,0,1,0,0,1,0
754,SCIURIDAE,Spermophilus,Spermophilus parryii,sedentary,0,0,1,1,1,0,1,1,1
755,SCIURIDAE,Spermophilus,Spermophilus pygmaeus,sedentary,0,0,1,0,1,0,0,1,0
756,SCIURIDAE,Spermophilus,Spermophilus ralli,sedentary,0,0,1,0,1,0,0,1,0
757,SCIURIDAE,Spermophilus,Spermophilus relictus,sedentary,0,0,1,0,1,0,0,1,0
758,SCIURIDAE,Spermophilus,Spermophilus richardsonii,sedentary,0,0,1,0,1,0,1,0,0
759,SCIURIDAE,Spermophilus,Spermophilus saturatus,sedentary,0,0,1,0,1,0,1,0,0
760,SCIURIDAE,Spermophilus,Spermophilus spilosoma,sedentary,0,0,1,0,1,0,1,0,0
761,SCIURIDAE,Spermophilus,Spermophilus suslicus,sedentary,0,0,1,0,1,0,0,1,0
762,SCIURIDAE,Spermophilus,Spermophilus taurensis,sedentary,0,0,1,0,1,0,0,1,0
763,SCIURIDAE,Spermophilus,Spermophilus tereticaudus,sedentary,0,0,1,0,1,0,1,0,0
764,SCIURIDAE,Spermophilus,Spermophilus townsendii,sedentary,0,0,1,0,1,0,1,0,0
765,SCIURIDAE,Spermophilus,Spermophilus tridecemlineatus,sedentary,0,0,1,0,1,0,1,0,0
766,SCIURIDAE,Spermophilus,Spermophilus undulatus,sedentary,0,0,1,0,1,0,0,1,0
767,SCIURIDAE,Spermophilus,Spermophilus variegatus,sedentary,0,0,1,0,1,0,1,0,0
768,SCIURIDAE,Spermophilus,Spermophilus washingtoni,sedentary,0,0,1,0,1,0,1,0,0
769,SCIURIDAE,Spermophilus,Spermophilus xanthoprymnus,sedentary,0,0,1,0,1,0,0,1,0
770,ERETHIZONTIDAE,Sphiggurus,Sphiggurus mexicanus,sedentary,0,0,1,0,0,0,1,0,0
771,MEPHITIDAE,Spilogale,Spilogale angustifrons,sedentary,0,0,1,0,0,0,1,0,0
772,MEPHITIDAE,Spilogale,Spilogale gracilis,sedentary,0,0,1,0,0,0,1,0,0
773,MEPHITIDAE,Spilogale,Spilogale putorius,sedentary,0,0,1,0,0,0,1,0,0
774,MEPHITIDAE,Spilogale,Spilogale pygmaea,sedentary,0,0,1,0,0,0,1,0,0
775,DIPODIDAE,Stylodipus,Stylodipus andrewsi,sedentary,0,0,1,0,0,0,0,1,0
776,DIPODIDAE,Stylodipus,Stylodipus sungorus,sedentary,0,0,1,0,0,0,0,1,0
777,DIPODIDAE,Stylodipus,Stylodipus telum,sedentary,0,0,1,0,0,0,0,1,0
778,SORICIDAE,Suncus,Suncus etruscus,sedentary,0,0,1,0,0,1,0,1,0
779,SORICIDAE,Suncus,Suncus murinus,sedentary,0,0,1,0,0,1,0,1,0
780,SUIDAE,Sus,Sus scrofa,sedentary,0,0,1,0,0,0,0,1,0
781,LEPORIDAE,Sylvilagus,Sylvilagus aquaticus,colonizer,0,1,0,0,0,0,1,0,0
782,LEPORIDAE,Sylvilagus,Sylvilagus audubonii,colonizer,0,1,0,0,0,0,1,0,0
783,LEPORIDAE,Sylvilagus,Sylvilagus bachmani,colonizer,0,1,0,0,0,0,1,0,0
784,LEPORIDAE,Sylvilagus,Sylvilagus brasiliensis,colonizer,0,1,0,0,0,0,1,0,0
785,LEPORIDAE,Sylvilagus,Sylvilagus cognatus,colonizer,0,1,0,0,0,0,1,0,0
786,LEPORIDAE,Sylvilagus,Sylvilagus cunicularius,colonizer,0,1,0,0,0,0,1,0,0
787,LEPORIDAE,Sylvilagus,Sylvilagus floridanus,colonizer,0,1,0,0,0,0,1,0,0
788,LEPORIDAE,Sylvilagus,Sylvilagus insonus,colonizer,0,1,0,0,0,0,1,0,0
789,LEPORIDAE,Sylvilagus,Sylvilagus nuttallii,colonizer,0,1,0,0,0,0,1,0,0
790,LEPORIDAE,Sylvilagus,Sylvilagus obscurus,colonizer,0,1,0,0,0,0,1,0,0
791,LEPORIDAE,Sylvilagus,Sylvilagus palustris,colonizer,0,1,0,0,0,0,1,0,0
792,LEPORIDAE,Sylvilagus,Sylvilagus robustus,colonizer,0,1,0,0,0,0,1,0,0
793,LEPORIDAE,Sylvilagus,Sylvilagus transitionalis,colonizer,0,1,0,0,0,0,1,0,0
794,CRICETIDAE,Synaptomys,Synaptomys borealis,colonizer,1,0,0,0,0,0,1,0,0
795,CRICETIDAE,Synaptomys,Synaptomys cooperi,colonizer,1,0,0,0,0,0,1,0,0
796,TALPIDAE,Talpa,Talpa altaica,colonizer,0,1,0,0,0,0,0,1,0
797,TALPIDAE,Talpa,Talpa caeca,colonizer,0,1,0,0,0,0,0,1,0
798,TALPIDAE,Talpa,Talpa caucasica,colonizer,0,1,0,0,0,0,0,1,0
799,TALPIDAE,Talpa,Talpa davidiana,colonizer,0,1,0,0,0,0,0,1,0
800,TALPIDAE,Talpa,Talpa europaea,colonizer,0,1,0,0,0,0,0,1,0
801,TALPIDAE,Talpa,Talpa levantis,colonizer,0,1,0,0,0,0,0,1,0
802,TALPIDAE,Talpa,Talpa occidentalis,colonizer,0,1,0,0,0,0,0,1,0
803,TALPIDAE,Talpa,Talpa romana,colonizer,0,1,0,0,0,0,0,1,0
804,TALPIDAE,Talpa,Talpa stankovici,colonizer,0,1,0,0,0,0,0,1,0
805,MYRMECOPHAGIDAE,Tamandua,Tamandua mexicana,sedentary,0,0,1,0,0,0,1,0,0
807,SCIURIDAE,Tamias,Tamias alpinus,sedentary,0,0,1,0,1,0,1,0,0
808,SCIURIDAE,Tamias,Tamias amoenus,sedentary,0,0,1,0,1,0,1,0,0
809,SCIURIDAE,Tamias,Tamias bulleri,sedentary,0,0,1,0,1,0,1,0,0
810,SCIURIDAE,Tamias,Tamias canipes,sedentary,0,0,1,0,1,0,1,0,0
811,SCIURIDAE,Tamias,Tamias cinereicollis,sedentary,0,0,1,0,1,0,1,0,0
812,SCIURIDAE,Tamias,Tamias dorsalis,sedentary,0,0,1,0,1,0,1,0,0
813,SCIURIDAE,Tamias,Tamias durangae,sedentary,0,0,1,0,1,0,1,0,0
814,SCIURIDAE,Tamias,Tamias merriami,sedentary,0,0,1,0,1,0,1,0,0
815,SCIURIDAE,Tamias,Tamias minimus,sedentary,0,0,1,0,1,0,1,0,0
816,SCIURIDAE,Tamias,Tamias obscurus,sedentary,0,0,1,0,1,0,1,0,0
817,SCIURIDAE,Tamias,Tamias ochrogenys,sedentary,0,0,1,0,1,0,1,0,0
818,SCIURIDAE,Tamias,Tamias palmeri,sedentary,0,0,1,0,1,0,1,0,0
819,SCIURIDAE,Tamias,Tamias panamintinus,sedentary,0,0,1,0,1,0,1,0,0
820,SCIURIDAE,Tamias,Tamias quadrimaculatus,sedentary,0,0,1,0,1,0,1,0,0
821,SCIURIDAE,Tamias,Tamias quadrivittatus,sedentary,0,0,1,0,1,0,1,0,0
822,SCIURIDAE,Tamias,Tamias ruficaudus,sedentary,0,0,1,0,1,0,1,0,0
823,SCIURIDAE,Tamias,Tamias rufus,sedentary,0,0,1,0,1,0,1,0,0
824,SCIURIDAE,Tamias,Tamias senex,sedentary,0,0,1,0,1,0,1,0,0
825,SCIURIDAE,Tamias,Tamias sibiricus,sedentary,0,0,1,0,1,0,0,1,0
826,SCIURIDAE,Tamias,Tamias siskiyou,sedentary,0,0,1,0,1,0,1,0,0
827,SCIURIDAE,Tamias,Tamias sonomae,sedentary,0,0,1,0,1,0,1,0,0
828,SCIURIDAE,Tamias,Tamias speciosus,sedentary,0,0,1,0,1,0,1,0,0
829,SCIURIDAE,Tamias,Tamias striatus,sedentary,0,0,1,0,1,0,1,0,0
830,SCIURIDAE,Tamias,Tamias townsendii,sedentary,0,0,1,0,1,0,1,0,0
831,SCIURIDAE,Tamias,Tamias umbrinus,sedentary,0,0,1,0,1,0,1,0,0
832,SCIURIDAE,Tamiasciurus,Tamiasciurus douglasii,sedentary,0,0,1,0,0,0,1,0,0
833,SCIURIDAE,Tamiasciurus,Tamiasciurus hudsonicus,sedentary,0,0,1,0,0,0,1,0,0
834,SCIURIDAE,Tamiasciurus,Tamiasciurus mearnsi,sedentary,0,0,1,0,0,0,1,0,0
835,SCIURIDAE,Tamiops,Tamiops swinhoei,sedentary,0,0,1,0,0,0,0,1,0
836,MURIDAE,Tatera,Tatera indica,sedentary,0,0,1,0,0,0,0,1,0
837,MUSTELIDAE,Taxidea,Taxidea taxus,sedentary,0,0,1,0,0,1,1,0,0
838,GEOMYIDAE,Thomomys,Thomomys bottae,sedentary,0,0,1,0,0,0,1,0,0
839,GEOMYIDAE,Thomomys,Thomomys bulbivorus,sedentary,0,0,1,0,0,0,1,0,0
840,GEOMYIDAE,Thomomys,Thomomys clusius,sedentary,0,0,1,0,0,0,1,0,0
841,GEOMYIDAE,Thomomys,Thomomys idahoensis,sedentary,0,0,1,0,0,0,1,0,0
842,GEOMYIDAE,Thomomys,Thomomys mazama,sedentary,0,0,1,0,0,0,1,0,0
843,GEOMYIDAE,Thomomys,Thomomys monticola,sedentary,0,0,1,0,0,0,1,0,0
844,GEOMYIDAE,Thomomys,Thomomys talpoides,sedentary,0,0,1,0,0,0,1,0,0
845,GEOMYIDAE,Thomomys,Thomomys townsendii,sedentary,0,0,1,0,0,0,1,0,0
846,GEOMYIDAE,Thomomys,Thomomys umbrinus,sedentary,0,0,1,0,0,0,1,0,0
847,DIDELPHIDAE,Tlacuatzin,Tlacuatzin canescens,sedentary,0,0,1,0,0,0,1,0,0
848,SCIURIDAE,Trogopterus,Trogopterus xanthipes,sedentary,0,0,1,0,0,0,0,1,0
849,CRICETIDAE,Tscherskia,Tscherskia triton,sedentary,0,0,1,0,0,1,0,1,0
850,CRICETIDAE,Tylomys,Tylomys nudicaudus,sedentary,0,0,1,0,0,1,1,0,0
851,CANIDAE,Urocyon,Urocyon cinereoargenteus,sedentary,0,0,1,0,0,1,1,0,0
852,URSIDAE,Ursus,Ursus americanus,colonizer,1,0,0,0,0,0,1,0,0
853,URSIDAE,Ursus,Ursus arctos,colonizer,1,0,0,0,0,0,1,1,1
854,URSIDAE,Ursus,Ursus thibetanus,colonizer,1,0,0,0,0,0,0,1,0
855,MURIDAE,Vernaya,Vernaya fulva,sedentary,0,0,1,0,0,0,0,1,0
856,VIVERRIDAE,Viverricula,Viverricula indica,sedentary,0,0,1,0,0,0,0,1,0
857,MUSTELIDAE,Vormela,Vormela peregusna,sedentary,0,0,1,0,0,1,0,1,0
858,CANIDAE,Vulpes,Vulpes bengalensis,colonizer,0,1,0,0,0,0,0,1,0
859,CANIDAE,Vulpes,Vulpes cana,colonizer,0,1,0,0,0,0,0,1,0
860,CANIDAE,Vulpes,Vulpes corsac,colonizer,0,1,0,0,0,0,0,1,0
861,CANIDAE,Vulpes,Vulpes ferrilata,colonizer,0,1,0,0,0,0,0,1,0
862,CANIDAE,Vulpes,Vulpes macrotis,colonizer,0,1,0,0,0,0,1,0,0
863,CANIDAE,Vulpes,Vulpes rueppellii,colonizer,0,1,0,0,0,0,0,1,0
864,CANIDAE,Vulpes,Vulpes velox,colonizer,0,1,0,0,0,0,1,0,0
865,CANIDAE,Vulpes,Vulpes vulpes,colonizer,0,1,0,0,0,0,1,1,1
866,CRICETIDAE,Xenomys,Xenomys nelsoni,sedentary,0,0,1,0,0,1,1,0,0
867,DIPODIDAE,Zapus,Zapus hudsonius,sedentary,0,0,1,0,0,0,1,0,0
868,DIPODIDAE,Zapus,Zapus princeps,sedentary,0,0,1,0,0,0,1,0,0
869,DIPODIDAE,Zapus,Zapus trinotatus,sedentary,0,0,1,0,0,0,1,0,0
870,GEOMYIDAE,Zygogeomys,Zygogeomys trichopus,sedentary,0,0,1,0,0,0,1,0,0
